112,157,3.411
108,185,4.09
77,92,9.807
71,29,3.457
31,93,9.149
166,33,3.321
73,85,3.875
125,126,2.49
171,29,7.225
143,216,5.837
89,68,2.985
68,220,3.219
17,152,5.202
69,180,8.252
25,57,25.727
3,144,12.826
5,228,3.936
10,40,2.806
78,126,3.489
92,44,16.742
191,87,8.765
111,99,4.168
125,106,16.045
34,64,4.15
45,14,5.285
11,68,3.348
75,5,8.938
62,13,5.992
42,212,5.155
77,133,6.669
44,39,6.526
16,11,13.226
156,66,5.238
215,56,4.226
106,70,8.623
80,169,2.888
163,31,18.384
95,54,7.126
82,204,4.286
151,7,10.713
74,99,4.75
3,20,3.251
3,69,36.286
190,134,3.379
58,185,3.769
104,50,5.662
140,148,17.578
16,60,13.653
124,31,3.595
205,105,4.448
205,91,3.393
51,116,3.106
153,96,4.282
19,190,4.607
89,164,5.155
17,44,24.092
62,36,2.198
31,176,12.979
149,137,4.559
151,154,2.894
62,174,20.629
66,57,4.039
10,169,6.466
96,99,7.863
28,172,25.333
107,41,28.549
72,82,3.88
167,68,17.383
28,154,2.938
31,185,3.641
219,41,6.684
161,122,5.998
28,199,1.947
57,58,6.837
15,25,3.213
109,107,3.572
161,169,4.799
51,38,4.271
195,56,18.844
158,50,36.717
59,5,26.238
76,179,21.685
36,152,5.341
102,41,3.377
72,73,6.585
22,44,4.012
8,11,4.464
26,121,8.791
31,219,7.933
51,157,8.29
31,157,44.293
116,68,17.935
40,147,10.469
108,72,9.52
10,5,2.326
150,146,4.224
104,47,66.068
180,27,3.712
3,35,13.16
110,5,2.987
90,1,14.492
110,12,3.347
62,105,9.822
23,99,51.595
109,5,17.032
22,81,18.095
190,50,19.914
166,177,13.588
147,1,15.523
105,44,12.291
63,220,5.837
44,207,11.05
1,80,13.251
166,137,7.063
3,76,21.793
163,47,8.192
166,141,5.321
31,16,55.25
31,232,7.603
31,146,29.259
62,31,47.672
151,59,11.268
126,21,3.906
149,25,3.582
117,69,11.417
45,157,3.513
10,154,3.697
77,109,3.291
10,44,13.922
31,42,12.471
50,185,25.955
7,87,3.49
18,145,19.256
201,68,3.174
41,13,6.552
40,12,16.922
9,116,7.579
48,50,5.313
97,90,6.254
211,44,2.424
3,201,14.15
31,87,9.284
40,196,8.469
62,53,3.962
31,131,9.411
158,68,40.639
150,37,3.935
106,155,3.394
62,8,4.26
36,121,2.973
50,83,10.624
209,61,4.564
3,203,14.125
28,38,2.562
100,47,6.695
125,59,3.684
221,91,4.008
169,157,2.818
181,160,5.83
19,228,3.302
74,115,3.585
181,116,5.872
72,216,3.794
210,107,5.997
7,233,7.907
2,137,15.121
181,37,3.554
62,96,5.951
77,40,5.48
129,107,6.191
144,68,8.503
103,42,4.389
52,44,15.699
31,225,7.557
31,84,7.202
103,19,8.696
135,234,4.209
219,220,4.604
38,20,3.087
193,41,2.964
20,169,12.387
205,44,2.975
134,91,7.214
166,50,30.457
31,137,9.843
181,98,5.445
28,80,2.404
190,58,5.502
190,106,3.167
194,126,4.307
171,44,2.475
210,131,5.554
226,41,3.27
3,194,2.03
38,55,6.423
44,99,9.021
110,209,4.542
51,12,5.71
23,225,7.181
59,71,9.68
86,57,4.819
145,169,3.399
75,143,5.341
50,107,16.642
113,107,2.134
108,57,20.241
74,28,6.329
100,235,8.805
23,1,4.493
161,174,12.219
62,92,4.333
43,69,4.622
55,155,9.214
51,10,5.294
9,18,12.135
44,146,15.166
59,185,6.127
88,71,7.708
65,99,51.934
197,211,5.913
207,12,14.46
74,53,10.47
40,221,4.437
9,161,4.298
126,12,2.697
108,82,8.711
134,3,14.684
107,157,9.249
75,55,4.222
189,12,5.144
162,96,21.901
36,99,8.045
85,39,20.721
146,211,4.409
228,145,14.941
138,44,3.065
67,50,5.3
170,42,4.84
140,33,4.495
18,27,15.531
3,63,7.602
5,12,26.72
182,128,4.147
122,1,6.74
97,59,3.561
232,169,6.923
104,157,23.634
31,66,27.476
59,236,4.026
75,31,4.16
150,152,7.099
72,146,3.134
78,179,7.495
51,93,4.091
224,47,4.422
9,138,3.226
31,211,36.976
123,189,8.442
199,27,6.718
163,194,4.402
6,58,6.248
62,50,61.27
23,41,50.921
59,99,3.543
128,29,7.915
97,228,8.622
113,31,1.772
166,90,5.984
70,68,11.546
176,107,4.076
32,94,3.385
3,192,10.652
39,93,4.317
3,220,2.87
53,44,3.241
72,43,10.374
31,12,34.461
35,32,7.396
37,4,3.517
32,116,3.605
139,165,6.38
44,157,25.02
17,131,8.372
55,52,3.398
193,107,24.513
72,50,93.113
44,20,6.582
5,41,10.454
15,98,3.779
108,130,9.095
176,182,3.945
7,116,12.876
19,107,3.213
31,209,19.908
51,69,14.49
3,185,27.651
181,101,3.547
34,213,7.956
7,41,10.22
156,50,18.781
221,41,10.228
20,50,2.768
34,62,14.751
109,201,8.962
37,106,7.038
47,129,4.721
108,33,3.863
113,81,5.594
116,70,8.935
151,12,3.271
44,71,38.238
147,44,15.131
69,71,3.056
65,226,3.816
41,54,2.825
150,14,3.552
81,164,3.251
97,121,6.027
41,185,4.584
38,50,9.077
113,5,3.875
46,107,25.775
73,56,9.012
157,178,3.982
237,50,5.719
147,91,14.527
32,106,6.756
161,91,2.478
150,8,4.268
4,12,6.236
200,1,20.517
53,81,34.742
25,137,19.739
33,126,4.195
207,190,3.504
140,5,3.876
12,71,6.171
7,124,5.67
32,13,2.737
154,82,7.613
184,16,9.453
1,28,8.097
38,227,4.865
142,70,5.427
33,44,32.736
77,129,7.234
47,194,3.619
165,50,6.805
7,101,10.921
151,11,4.221
149,68,4.185
238,102,5.549
14,149,5.098
102,54,3.675
44,57,6.433
69,39,5.813
38,126,3.583
59,44,11.795
44,129,11.001
193,226,4.443
51,176,4.596
210,1,1.983
72,217,3.241
188,33,10.223
132,188,67.138
51,180,2.13
72,20,8.041
68,83,20.856
182,89,5.531
78,69,3.713
19,145,3.211
66,91,3.918
44,233,4.346
176,50,3.012
125,3,26.36
5,70,23.08
14,137,5.285
43,155,3.667
78,3,13.487
121,50,30.269
106,53,5.242
44,162,6.898
62,126,2.609
140,124,3.803
26,149,5.1
121,43,8.391
32,31,6.741
1,213,14.435
51,29,38.498
61,66,6.028
108,43,6.449
197,157,9.068
52,111,24.111
104,169,2.233
85,71,7.768
31,25,19.145
108,40,14.236
25,80,3.589
19,44,12.752
210,98,2.884
103,8,4.143
88,38,13.186
9,171,25.433
75,66,10.07
59,223,3.749
5,216,8.571
1,205,5.328
62,160,7.776
44,211,4.065
50,137,18.722
67,126,3.976
17,57,9.353
40,33,5.469
153,43,4.419
50,86,2.425
66,145,3.58
9,58,4.105
31,58,10.841
160,56,5.645
200,74,3.951
225,31,21.513
77,50,1.772
4,50,10.601
7,96,3.488
26,14,3.498
100,157,6.708
224,104,11.18
108,17,4.27
74,7,3.983
158,53,4.044
17,40,11.372
74,196,6.023
62,70,7.747
59,154,3.218
19,167,4.722
181,100,5.268
97,5,4.229
175,12,2.908
3,12,92.733
215,41,3.255
51,54,9.828
75,72,31.681
31,44,117.951
92,102,6.973
209,223,7.569
136,50,6.219
40,134,14.528
7,4,3.165
9,228,3.682
69,116,5.251
25,29,6.353
161,25,3.932
72,208,3.429
35,55,3.248
166,32,2.987
50,41,77.288
74,107,10.542
197,154,4.212
166,31,21.187
194,215,4.961
9,127,7.586
222,99,3.357
154,28,2.599
62,33,3.598
113,50,9.776
38,43,17.278
62,47,4.007
51,137,3.23
145,68,7.097
158,210,13.05
90,176,49.426
110,36,5.552
148,50,5.928
88,111,8.164
76,68,3.986
30,3,2.407
165,208,5.033
5,239,2.662
235,155,4.537
112,23,3.983
50,58,25.92
31,88,14.328
1,82,36.022
28,120,10.689
123,25,6.02
88,44,12.562
31,56,53.136
115,57,11.006
169,12,2.63
208,91,4.637
53,107,15.531
5,121,21.39
178,107,3.725
193,126,3.658
91,157,4.333
34,37,3.396
136,68,3.487
65,221,55.901
168,25,3.494
31,86,14.418
151,69,14.726
72,66,9.906
186,68,3.094
97,236,4.699
198,160,5.22
115,50,20.865
44,220,2.544
31,238,3.99
28,81,95.858
219,90,5.843
17,174,16.333
166,181,7.632
34,57,15.358
80,56,3.321
103,59,7.452
103,45,3.799
35,64,4.219
3,38,11.562
9,35,4.709
98,68,2.02
9,80,5.813
28,206,7.42
17,141,3.871
140,73,4.093
98,16,11.956
239,57,3.702
120,70,16.627
74,11,5.58
58,187,5.074
28,204,6.575
4,41,8.25
172,91,4.317
83,144,9.201
44,55,5.835
59,87,7.724
10,50,5.167
92,1,7.848
59,228,2.852
38,176,5.289
28,19,11.311
171,72,7.008
101,87,10.056
82,41,12.187
92,3,16.092
166,5,20.036
62,177,8.511
82,106,13.09
55,50,32.014
128,68,12.681
98,116,7.83
31,152,21.274
1,204,2.686
40,126,2.654
9,45,4.335
112,111,17.186
154,176,4.063
109,24,6.745
134,226,3.883
65,23,51.842
26,85,7.759
103,51,5.906
166,13,5.619
75,164,4.367
9,153,44.399
197,44,18.101
64,54,3.681
80,87,3.939
33,107,7.874
57,80,2.875
44,176,6.36
104,5,3.519
90,154,5.663
103,66,8.75
50,81,32.872
26,71,2.8
31,168,3.399
171,28,25.835
8,169,8.963
17,43,4.292
24,50,19.683
224,62,5.47
19,73,3.355
128,169,8.92
26,189,4.357
31,201,5.434
64,90,3.354
79,31,4.207
25,4,7.041
207,1,6.575
7,76,6.342
38,68,14.045
231,33,4.59
3,42,18.803
151,44,2.242
97,44,10.747
128,188,10.129
44,201,2.675
74,18,11.147
34,36,5.76
195,55,2.939
207,50,6.415
15,38,3.626
166,43,9.261
62,90,15.591
78,106,3.308
69,32,5.619
151,5,6.487
181,67,4.368
123,72,5.47
69,1,19.508
197,119,6.643
104,132,13.116
48,190,2.801
158,169,11.801
18,33,7.456
163,66,4.572
72,4,4.929
45,2,5.232
170,129,4.822
161,1,3.579
38,221,3.659
147,74,3.897
139,119,4.45
79,70,8.057
166,111,3.65
3,83,19.496
166,36,4.658
44,102,14.284
150,168,13.994
203,68,2.116
50,73,7.59
62,59,21.367
176,213,6.391
197,50,6.503
62,12,10.07
91,68,5.86
3,213,19.076
30,107,13.006
7,60,4.735
10,80,4.027
134,59,18.92
49,121,16.541
1,7,5.853
217,50,8.741
1,208,7.479
20,68,2.816
128,52,5.377
81,68,31.35
147,76,13.962
88,20,4.208
38,201,14.935
1,25,107.064
123,85,17.149
5,107,14.864
26,168,3.811
68,185,6.636
37,12,11.968
222,71,7.399
33,194,5.696
193,225,3.664
33,61,4.479
72,45,3.083
40,169,11.272
3,170,11.938
197,85,10.334
51,28,23.523
225,13,3.321
132,90,12.06
50,119,12.045
55,12,3.969
219,7,3.511
26,236,5.081
50,172,7.82
51,152,2.594
31,190,5.344
148,66,3.952
104,40,13.453
16,87,11.995
188,169,28.868
72,164,3.731
84,50,2.11
31,95,18.096
125,228,23.087
206,3,2.5
104,33,8.116
218,143,6.254
7,162,3.564
209,1,10.306
65,126,3.083
209,107,3.092
113,147,2.236
31,85,8.698
189,87,5.257
69,101,7.927
26,51,3.086
106,39,5.128
182,41,21.988
151,38,7.752
7,57,2.209
40,164,2.31
205,92,9.42
85,50,4.825
44,68,76.119
103,209,4.661
100,211,6.403
51,154,5.099
57,70,4.413
181,179,6.654
26,17,5.129
172,159,4.013
109,46,4.63
125,19,3.302
5,85,10.057
77,209,6.561
134,107,48.982
3,216,16.816
69,70,22.905
154,179,5.575
129,188,6.872
103,50,31.294
28,141,3.233
59,29,11.953
9,44,6.749
41,44,18.229
23,76,15.874
75,216,10.77
50,226,2.792
182,44,11.153
33,102,6.303
181,153,5.416
208,68,3.263
44,46,2.731
166,135,4.32
135,118,6.37
94,68,3.219
1,63,3.701
130,1,20.456
147,153,2.926
9,128,6.373
108,153,3.436
62,118,4.666
5,43,27.439
31,112,5.601
34,76,3.904
198,33,29.299
144,1,2.709
31,216,6.32
171,115,3.926
7,12,81.632
42,68,5.969
33,228,5.82
146,176,5.547
38,66,13.589
90,179,6.809
108,106,7.356
161,39,5.111
219,1,14.215
